transaction_id,alert_id
cfb13123-7886-400b-9e41-4ca67182fd82,7eaee882-64e6-40b4-8235-7710486da52b
ef66f6e5-a892-4e09-833f-c62e322e9e68,9babedff-b175-4bcc-b888-71eb0e8f799e
d1793d61-57b5-4077-9fb0-9651c5bdfe36,e84a3830-1cb4-439f-bfa1-6800d4c300c2
af90c404-3992-4841-824b-907b62dbaea5,5adb21fe-85fc-4d8d-bb8d-9cc7161550c6
55fa29a4-07e9-45c1-9873-3adbb7918756,9dcfee39-f8c3-4211-9e25-71234d25e4e3
4c805665-39cd-42ae-8e4f-deede8d882db,a94dcb63-0b60-47d6-97a4-b10ca7d9a43b
ea2f3614-ef68-4f75-a680-bca31bdead10,5856f267-d260-4b39-87d5-5c4ce5d03144
6854ac58-2bfa-4026-88c7-afb7a3a2bf0a,74c65883-8d18-49d3-80b9-b74a665f9b47
74e97e40-94df-4c98-8d90-089d2e4ecc6e,25b0cef1-9c11-4afb-8abd-70e32c37dc12
b7666725-0483-4a49-b303-a0f53032432b,ed0c0f16-2518-470f-83ca-cd13c60bb67f
67216262-0665-4bc5-95ba-4a0912fbac19,bd93adc5-7047-4fc5-b353-1c59d2430ff1
219bb924-87db-4afc-8bab-d6cd1bc28470,5238bec2-fcb7-4bda-9c3c-a81ccb2a0d3a
dd7a3200-b42c-4122-a21c-2590935f7126,8b7c2343-1726-4134-a961-ff827eb2a3a7
34dbe22a-2b50-4392-9619-08e02f7899ef,26e619a2-5cd7-4dbb-9572-447e26869057
ab22eda4-cccd-4847-a00b-9862530cefc9,b1d4f937-de2e-4a32-a1e5-a90cd5dc4078
8c13ccf8-f961-427a-8e92-720d56cc629e,9e142861-11f7-48d0-a33a-bafd31333058
6b3edac6-6844-474d-921e-0fd0bbfaedf4,9515c316-ca1e-4a60-ace2-35593e8597a4
468987d5-129d-4ff1-8242-1de1b0396c36,3ec3a14c-86b7-4707-9a99-3c687e9efb6c
61fe9919-c011-4751-837b-38ae9bf2cf24,b181d167-78e6-44f1-a60d-9dfcaf18d459
a367e6b5-fb4d-4cc2-8693-3b300f17fd38,a2fd4997-9f19-4b10-a700-3c8aebc79868
14a32bf4-f026-4157-9551-dacf9a90d9eb,0d789c7c-d1da-4d13-8e7a-db44689d8348
4a45d94c-c3f4-416d-9b98-cb951f9b5bc5,c5f08a4c-d16d-49e3-a744-947a6e12c4b3
f5c72273-2adc-4178-895a-c58af4e4e390,74715d24-6389-4730-ad9c-691f99d5c1ce
b2440880-0952-4607-96c1-5dc4593f958c,6e189ada-28d7-4ea3-82f6-965a589b2633
d7cb3036-c5b2-4bf6-abbf-a39dde976327,4efc3105-85f9-4128-a16d-2fa5e2bcc8db
5aec699d-6a82-4cd4-85ab-9c6c531e09d2,4fd81afc-946c-475c-b545-197d0cc10842
bd03a51c-da20-4a2a-8744-dfff54022915,6f301510-4dbb-4873-94fc-c45d8f757d80
93583528-cac7-4c84-a4c7-64ea8977e8bc,cf2ec013-0d2c-4703-8077-528a5ad72cec
d2d194b4-b211-4f15-9763-d89f5fc69687,44bf437f-33ac-4cfc-beb7-4359f352f645
17c209d4-50b5-4a62-9fc0-f2735e621f8f,01ccef23-8db8-42ec-8f86-22638377631f
dd38fd5c-2c49-4958-adc2-95d007005b33,e35c7e90-e4d6-4c46-a40b-5f543c7370e1
cc27b452-9f22-4cc9-8463-63a760bc44c6,e7c35f52-0926-4951-9cfc-1590b9375339
f69fb311-fcf7-44bc-88d8-95ce173671d1,58e565e5-86f6-4b5e-9152-72aba7cbd305
ecd3eb02-501c-4270-b56d-252d7f8fb94f,1d9fd639-316b-4fc4-a1df-cca4faf7bb4f
70da851e-f837-471a-8b67-743ae99a0498,26d69846-d899-41d8-86e2-2967b41e1cbc
0017cd68-54de-4295-a8aa-4bb134d79d90,9cf46d33-3aa5-40e2-8c13-31e64fbe914c
9477ecb7-0855-4d35-899c-7cd4edb74b91,6d7de2fa-de7a-490d-a3fe-f6fe02b02adf
917a58f7-9675-4a5a-881e-2d2242d61361,7bbb7c53-8be1-49c2-9bb1-75ce79016fd6
bef13eb4-8836-4b6e-ab5e-bee94d409c3e,82a32da0-c415-4e8f-b242-72363073e9d9
f726c07b-69a3-4d7b-8f53-bc80848e3d2e,51dfb6ff-773b-4f08-a7c9-6352791c0bfa
15d88f3b-77d7-4e7c-b8b5-f687e02cf2a1,104bc39f-9d3c-4dcf-8b77-7a36ded1ada4
99c96abe-1d11-4c84-8587-74e376388bb4,89293546-44f5-4aae-837e-6519d598cf37
c47b2179-53fc-497f-826c-8f1dc82a22ae,b1c32acd-aabd-48d1-9987-b01990f89813
bf2d1e16-1275-4d73-abab-717dbc92d642,5eaa1669-87a9-4ca2-bdf0-6b94893e6fa7
b2108309-d9e4-4b24-ae06-f51c259d22cc,0ac40020-5f23-4943-a222-45270a179a0f
0733f6fa-f7e1-4104-895c-884346933cde,f6829e2d-e50b-4f6d-a189-1b4b6caa3ee4
e84c5415-4740-4e8c-909f-3f2ffcc0589c,4f151c97-7065-4ab2-ba03-9e321f6efd9b
f6329e6e-d4ff-459e-a55e-53c8ddf34af8,b7e9e0d7-6483-48d6-9c3a-a28173766bfc
3bde7f8f-2b25-41b0-8331-5c27dd2e46e9,aa87deee-9d0b-4584-81d3-0e3d3d23bf79
fdd07b70-fa20-4b61-8dd9-eca394c7dbb8,d5b0841d-69d5-41d7-88bb-7f950f1a9463
12a2e8a6-a67a-40cf-968d-20f6b233d21d,6a591d7a-b0ca-4375-89f1-c7ff3f2f1c4c
54bd59be-04d1-4af4-81df-d40599dc33a1,0fb360eb-1f83-4bab-9017-2217d6c31467
13e22ca3-7065-4f65-972d-43fc61120c7c,39125bdc-c5c1-4725-a7a4-2340373ee107
22e489f5-ea43-439c-8436-522d563cf1f6,121aca6a-0cbe-428d-b2e0-4a3e23203e2d
dbad28b9-3ead-4c8b-8217-5eae9e299868,2d14e6c9-703e-4c2a-bc16-2c9d1db2b5f3
a8855cd2-3291-437c-814f-03057c525343,a4256945-0fa9-4df3-8515-86e22e67a375
05c49b21-fb3b-4f8a-a7cb-af142f06c26f,82790b8a-acfa-427c-941c-62f07bfcaa05
3110a709-a5d2-4e69-9242-aab6e10f5a73,eda9a8ba-19a0-43cb-b0b5-ade0a0d8911d
ea8d6d36-fd5b-4c02-8295-9d85533843db,24ca8649-a4b7-44e8-935d-edde0c590079
620342a6-9f5a-4850-a638-d3feab7fa3c4,66ffd3a1-e791-44e7-b6cc-583c9bdd0647
baff8b96-707c-4169-8898-56047dba629e,c3e96813-7486-4a18-a737-24ace215ed54
8fc2bdc6-4b97-40b5-9f4f-bc20ba300045,7a8a8d81-784c-4769-ad27-19d4d5b1a06d
c819f5ba-3a80-4399-9b53-eb47180498bb,9c16aecc-b5e5-45a3-be53-d7aca8bee137
35c1a69f-7608-45b0-b752-f76b9f07e500,f96fef0d-fc7b-4f51-9eb8-065e1cc1b388
c43e6333-689d-45db-aff7-33f10f75156a,681c98e5-5116-4c7b-bc5b-06560d875154
64b50163-a84d-4c97-abf0-0f87e82723e3,52112dc9-763d-49b6-b1d1-fca5551ac39c
1947c4a3-9121-4bff-bde6-f93f4fb60eaa,4c1484d2-c271-4e46-925b-f38441c435c4
b2bdcfba-fdb4-4998-a29a-5143c1075997,ad4936f0-e4eb-4128-b637-6f80a5fb6925
3640e2ba-33f6-4c99-a018-8258e887359a,7a4cf854-e4ac-4979-af9c-3a374554fa52
becc2827-4466-4884-9f95-99ea3a4895af,9110d3ef-227b-4034-9e69-0d1b2d6f9361
c6f990ff-41fe-4d26-961e-3a0dc4a075f2,1e4925b9-386c-464b-955f-76b69c041cec
9b0afa71-1b06-4daa-bc57-99c39303f94b,ef863685-c694-43d7-961f-57befc839dfc
9ddf7205-494b-41c5-9411-fe641c6ad45e,b026afe8-86b1-4c8b-a2ad-4b5e84a9bfd2
f7a0cc6f-0342-4b98-8466-6e5c49da68c0,a6453cc4-f766-4994-906b-1fe2e690fcf6
d50fd02f-951c-4b26-9a5d-bce43e15fafe,d7f43164-0572-4cb2-9bfb-407c0b3c176b
86cd9d35-2448-46d4-a501-35210a14faa0,4c9aea17-d87e-4228-a12f-6f5dc1daebb6
14d2132b-2141-4159-809a-2bd4fa7cbb6c,9924998f-3855-457f-a3b4-8a82506af396
71bdc95b-e635-4c82-a761-a77d9101f320,683c7e94-db80-4d79-9cb4-d866f8947d13
7185a4c0-6de1-4260-9a4b-07867a7da728,4f85e694-4e86-4e89-b401-01857eccfc82
8c5603cb-23db-422a-a359-1120e76588d5,71dfadf6-6fe7-4f14-b681-8960e7a35c24
26f334ac-4768-4620-a97e-c77b09b698cd,219001d2-7ac0-45ef-82ed-d0e566bf8882
e0661c30-9fdc-4b01-9b3a-d2de6f904837,414c4c66-33d9-4898-a21d-51ce8d7d2ff4
bcf5032d-0fec-4069-aef2-22fc140ba950,da8cd0e0-234b-4390-a0cd-0e61a2a04561
7b632f22-7476-4b5a-a729-a24cba7f6a10,bfddaf61-0c6f-40de-8b39-a5b92ed3f465
94152763-1082-4436-9967-036847be6547,2a90b848-4948-483b-af60-3a78ff6c65c5
e15b1759-a6dc-4e2d-ac6c-70b232812518,2e49fe01-7938-4635-8abe-e8e25b60bf9b
4795d6fe-197c-4129-ac5b-72eac60370a4,409c72f7-dd8d-4d46-a9d7-05f5ee581a3d
cb848334-a3bc-4724-bf71-54b0522a692e,598e773d-3fc6-4c9c-a0dc-d855259be7ef
520b7fe1-000e-42b8-8f4f-2b1b52c017b5,7a876141-ce60-4e3d-b459-d3e41f117aa0
5989c6bd-6aa5-4717-942f-0b70919e79f7,1ea671c0-d77c-405a-924f-b886ba1cce23
b1af3c82-7aae-44f9-8e65-33a9da641dbb,9f2a53aa-76b3-42f9-be13-b8a3a7f4a54b
f4af82ca-672a-4667-b4b9-bf043ae2b11f,4e8cc607-8982-4baa-b957-940054b94be5
72951179-1586-423f-a894-79b88f8614bb,42cb1fa0-9c8b-4c12-876c-f124e82dfaca
33170713-1a90-4a89-92c6-093219730e87,49721425-0ed6-4e48-a6fa-619b168c7bbb
683c9b2c-8341-4703-ba1d-c5b119cb7ba1,0de33b7d-81c6-43ca-8c94-fe0524df699c
bd6eb5bc-f4fd-42af-97dc-5ec6b66cd27e,fd92db83-aa43-43ef-95c9-282acc1653e1
4ffa1b41-d270-4635-8c8f-930d9627974c,7fd2e887-563b-49e2-8f00-990c92a89219
24f19f2d-f889-4297-94a8-0b78bed1b436,b113fbb2-2e7e-42e7-8d1c-cd8e05268ee7
7cc76a8e-3b13-49b2-92c8-102466cd8dd6,f2b67cab-b341-4ffe-9707-2987960b5e90
67959f8c-aecb-4a07-bea3-5f2e7b968d25,e8712e76-b633-47d4-a9d1-10a7bbe1a8fe
dfd5f7c0-3870-4b14-848f-97a6eaf24676,4af9304c-eef8-479e-a028-4872d5a59209
cec15d6b-58e0-4b61-884f-c141727d4628,a5b2e0a3-c8b8-4cef-a827-1fee7a44a2d8
19f88451-4d13-40cf-a1d0-32767a48c15a,d454c7e0-7404-4b3b-a376-3635e43670a6
2ea3393c-967a-4653-82c2-9c3bebcd7f72,6b652ea5-d1bc-445a-84d3-d2900999706a
ca0269fe-c765-4ec4-b6d1-cf039d5b36b4,d8cffd33-bb62-4621-9231-d79578a5add0
0e0faf45-65fe-4c1f-b991-c58503ecad13,84f090d3-10fb-4350-8809-c2d9c466ab10
cb674172-262d-4121-9893-bec4218f06ad,57ec418a-ae5e-46db-9542-a7861bfae101
9d3fcafc-476e-4afc-a35b-68ab0ed763f3,06176abb-d756-42c7-a0bd-d06278f02569
1d928296-186c-4b1d-afe7-5cf78b6002a6,be2e4f4f-8a2f-4e7b-b8c0-60c98c369fb3
fb21ac78-5f06-4279-89e2-8a2ce82ccfbd,0757538c-2ffe-4be7-8c3a-06575e8729bc
153640ef-14a4-414e-92d1-1686544f9ed0,5cab78a9-10a0-4e91-8a2c-0eba84fc5873
c1031345-6e2f-4ad9-b13f-6803d2fc6bec,2e051c5a-b8fb-4949-98d0-467d6190e1fc
1d094422-3bec-4d71-a140-5197100b4e65,413b2e27-699d-4a8a-8a0a-3724f0156830
4b42a66a-b835-4aa4-8df3-73f098fc25c7,2037cebf-6842-462b-9d7d-444ada2b9ed5
48b0ad4b-4883-461f-a1dc-ffb39989dbf0,026ba094-c4fc-43d9-92d6-40cd0ced84e0
74e8419c-bc56-4798-acc2-97058d438605,7998c755-8713-4d52-aaba-d508ba51af90
23bd8695-cc6c-4576-a6bf-e82079a6ed14,ce9960cc-6f17-41d9-bf5e-da5ed6522207
d774c832-258d-4bfa-b136-2933c66cce8c,5f8556c2-6d83-433d-8833-ce7f78a60637
d82bd0e8-38fd-4dcc-b206-5206b78cf7ac,9d58a50b-4445-4f1e-a90f-716afcc21435
64c0859b-94d8-4cd2-9d18-cbf8828903d9,f78a65e8-5ff5-46cb-a52b-5b5ceb88b24f
acd70bd1-8fa2-4a7b-a33d-259ef86b86fe,4202f754-c8c6-4434-9989-59092c1c63ad
24bd7cd0-aac1-4970-ad8d-f9f237d4ae00,b8be2c4f-a1a7-4af8-b6a5-125e88732dbb
a6b92794-a9f5-40d4-ab19-2f7f0a6f1f6b,c70a165c-e202-49c4-a034-d9c1bf09f56a
c633ea71-f78d-4432-bd74-fb558aba7a00,33d1d818-1365-48fc-9718-134134ad50de
6675439a-4d5d-4db7-a721-26b66e3c6e2d,8db89ad0-187b-4258-a0c3-7290b8912e79
5ba9eb93-e1e7-4ad8-ae27-8b8fcc43d197,4d1b4614-e5c6-4b01-be2c-d2770ac43fb7
eb66afc3-4625-46ba-93c2-d40ac270ccc8,fc91a5cc-4ece-4a5b-87e9-ac04d74f5768
94c34e8d-b894-481d-894d-15fc459243ce,393db03b-7077-4fdd-a2ac-97bee81d3d05
94e3b9f6-9ad5-4199-9cf8-6d8e1c06103d,9cf58c66-8bb1-4e88-b47f-87db8c537d3d
5a887f53-fe11-4bea-91c1-32b653ed9663,4602ee7f-5153-4b79-a16d-53018b71dbba
df624199-941d-4758-80cc-2fc4694429f4,48730541-9b9f-4dd9-b484-3321c88d5ec0
6f18bc3e-7c6c-4546-92dd-931cd0030f8b,890777d2-2c9d-46a8-bf86-b6d50cdf2ee9
35838290-c30a-4982-85ab-f0d524f490d2,930ba0b2-a9eb-4eab-8a2f-9afc0881fe07
b4f068c4-bb11-423c-8dfe-cb9c944f5a92,0ff817e9-33e6-414b-a058-c41ee83c5c5c
bef7d6fa-6185-4a83-ab9b-8223b9de59da,bd2bf1bd-a19b-4df1-87a8-3d37b42cd0a3
052ba28a-9d34-45c6-9420-9c618ed35b75,4ab4e2c5-942c-4cd8-af5b-65bb905adae6
83f0d6d7-084e-42e9-bb45-0781259a2839,488aed2b-a1c6-436b-901f-d8c0b3df8c71
c2c8a427-81ba-46df-861c-c248c15d0a87,802dc003-a1ca-4714-93ac-8f52ae8b7054
5d9218c9-5b2c-415c-b935-5ade335cf0e2,340c408b-c442-493f-900f-94cf975ee1eb
71975d36-50d7-41f8-8a38-8af8b30e3945,f1292f73-0b59-45c0-b382-ded2ac271aaf
9b8b2f62-89c6-478d-b19b-800847d48c53,10b56369-7bf4-4746-b492-0ae353fd41a0
c0319af6-faa1-4a4c-9c87-422a8614be5d,e86b9e27-13ed-4718-bcc3-4f52a00fe421
e2cedc8c-5613-4673-b88a-27e0d3d4570c,802dc79c-bb36-4878-8b34-246db28c1cce
36259709-0ff8-4136-b5b0-0063d1ab5d20,0ad1acc6-1478-4308-ad61-47d0cc23223d
8a5d2436-4758-452c-85eb-0b515447204f,b772e8b7-affb-47a7-a4fe-09fe46fc2270
b59e2884-911c-4f82-a415-7cfc994359fd,0b85d26b-39d4-4133-81e3-d4152d580698
c98af4ce-0951-4d85-880d-6321532a4f86,a5e9c413-970a-41fb-b769-8e54cfee85ee
97575d68-be7a-4b72-bc23-dbea6ab794db,f2f268a9-407c-4211-b826-8c5a49964218
2b5371a6-6046-4841-b125-9fea6a24e36a,ab33c6f6-e13b-44f4-b948-2cdccafbd05f
740fa628-3493-4749-8dd8-eed681f08c92,d6411036-c9df-48a9-ab92-456dc03bb73d
d7121ea7-9068-4e09-8e40-7962f1fc54fc,d9a7efa0-3763-481b-8336-e49a457757b6
7ad90b1e-d43c-4193-98ad-97e726e312dd,d848eeab-7e17-419b-88c8-3b2772a1d77f
1c64cba6-c5fb-4496-8ecf-d36575babe51,aecce1da-1450-40a4-8600-d1745a096aa0
d5bd1d30-04d3-4d5c-8923-fafa9f3a72a6,df2ccc97-5e6e-48ea-b455-394fa3b0b19c
e2d79b27-58c5-419c-8f5a-3692624f4128,da2836e6-aecc-4532-bf8b-2db9347764d8
083fdcc3-811b-4963-910b-a8dcfa9dc7b7,0a8295ce-5cc1-44cd-8e07-fd168908aef9
0637d1ca-4af9-4f7f-b79d-1759008800d2,d38f952b-1ec5-4140-84b9-a4c9e240768d
a0a16013-bd9c-4e2d-81da-625c2a881ee0,d651ccc7-e547-4fad-a591-0d33a9bb5b58
4033cb19-bafb-437f-afd5-49c95f1e2e20,25262b1b-876d-4441-841a-d77522ac7009
de69802e-c0fc-48ff-8d25-e00a9d491ba4,b4bbf2d9-2084-4eeb-a0ab-80b9f3a726ce
f9f19125-e812-458d-9513-d837244bd3ea,f9315bad-c71a-461e-baa8-8748ee021431
f2279e01-b140-41fe-b9b7-1413f4b0d715,970f58cd-2348-4479-8ad0-894ad6d0995d
d7d6a7eb-6695-4d13-b0a3-ec523532d970,ac85d960-8ead-4e82-9c03-f80d2306660c
3b3987dd-318e-460e-8cd5-a3dc84ae6c32,38d10af5-6e3f-4222-83f6-f7b374a091b8
e5fa30f8-3d97-4286-94b0-9e3ab96bb587,84156e7b-fdf1-4d72-8ff4-b81d02aa69e7
f17e5c98-cd0c-477a-b0fa-d6fcac47e323,e8c61b8b-34a7-44a4-a1d9-7bc77eb1f68b
2d352731-61f6-4d0e-80d0-02a643fd9807,878c5724-3fbe-41b2-83b6-23c5d45e841a
